1	Christkindl-Markt	Christkindl-Markt	_	NN	nom|sg|masc	0	S	_	_
2	in	in	_	APPR	_	1	PP	_	_
3	Saarbrücken	Saarbrücken	_	NE	dat|sg|neut	2	PN	_	_

1	Glüh·wein	Glüh·wein	_	NN	nom|sg|masc	0	S	_	_
2	,	--	_	$,	_	0	ROOT	_	_
3	Weihnachts·plätzchen	Weihnachts·plätzchen	_	NN	nom|sg|neut	1	KON	_	_
4	und	und	_	KON	_	3	KON	_	_
5	Holzhütten	Holzhütte	_	NN	nom|sg|neut	4	CJ	_	_
6	:	--	_	$.	_	0	ROOT	_	_

1	In	in	_	APPR	_	3	PP	_	_
2	Saarbrücken	Saarbrücken	_	NE	dat|sg|neut	1	PN	_	_
3	hat	haben	_	VAFIN	sg|3|pres|ind	0	S	_	_
4	der	der	_	ART	nom|sg|masc	5	DET	_	_
5	Weihnachts·markt	Weihnachts·markt	_	NN	nom|sg|masc	6	OBJG	_	_
6	begonnen	beginnen	_	VVPP	_	3	AUX	_	_
7	.	--	_	$.	_	0	ROOT	_	_

1	Er	er	_	PPER	nom|sg|masc|3	2	SUBJ	_	_
2	heißt	heißen	_	VVFIN	sg|3|pres|ind	0	S	_	_
3	"	--	_	$(	_	0	ROOT	_	_
4	Christkindl·markt	Christkindl·markt	_	NN	dat|sg|masc	2	PRED	_	_
5	"	--	_	$(	_	0	ROOT	_	_
6	.	--	_	$.	_	0	ROOT	_	_

1	Dort	dort	_	ADV	_	2	ADV	_	_
2	kann	können	_	VMFIN	sg|3|pres|ind	0	S	_	_
3	man	man	_	PIS	nom|sg|*	2	SUBJ	_	_
4	jeden	jeder	_	PIAT	acc|sg|masc	5	DET	_	_
5	Tag	Tag	_	NN	acc|sg|masc	11	ZEIT	_	_
6	einen	ein	_	ART	acc|sg|masc	9	DET	_	_
7	"	--	_	$(	_	0	ROOT	_	_
8	fliegenden	fliegend	_	ADJA	acc|sg|masc|pos	9	ATTR	_	_
9	Weihnachts·mann	Weihnachts·mann	_	NN	acc|sg|masc	11	OBJA	_	_
10	"	--	_	$(	_	0	ROOT	_	_
11	sehen	sehen	_	VVINF	_	2	AUX	_	_
12	.	--	_	$.	_	0	ROOT	_	_

1	Der	der	_	ART	nom|sg|masc	2	DET	_	_
2	Weihnachts·mann	Weihnachts·mann	_	NN	nom|sg|masc	3	PN	_	_
3	fliegt	fliegen	_	VVFIN	sg|3|pres|ind	0	S	_	_
4	jeden	jeder	_	PIAT	acc|sg|masc	5	DET	_	_
5	Tag	Tag	_	NN	acc|sg|masc	3	ZEIT	_	_
6	in	in	_	APPR	_	3	PP	_	_
7	einem	ein	_	ART	dat|sg|masc	8	DET	_	_
