1	Urteil	Urteil	_	NN	nom|sg|neut	0	S	_	_
2	im	in	_	APPRART	dat|sg|masc	1	PP	_	_
3	Stadt-Archiv-Prozess	Stadt-Archiv-Prozess	_	NN	dat|sg|masc	2	PN	_	_

1	Vor	vor	_	APPR	_	4	PP	_	_
2	9	9	_	CARD	_	3	ATTR	_	_
3	Jahren	Jahr	_	NN	dat|pl|neut	1	PN	_	_
4	ist	sein	_	VAFIN	sg|3|pres|ind	0	S	_	_
5	das	der	_	ART	nom|sg|neut	6	DET	_	_
6	Stadt-Archiv	Stadt-Archiv	_	NN	nom|sg|neut	11	OBJA	_	_
7	in	in	_	APPR	_	11	PP	_	_
8	der	der	_	ART	dat|sg|fem	9	DET	_	_
9	Stadt	Stadt	_	NN	dat|sg|fem	7	PN	_	_
10	Köln	Köln	_	NE	nom|sg|neut	9	APP	_	_
11	eingestürzt	einstürzen	_	VVPP	_	4	AUX	_	_
12	.	--	_	$.	_	0	ROOT	_	_

1	Jetzt	jetzt	_	ADV	_	2	ADV	_	_
2	gibt	geben	_	VVFIN	sg|3|pres|ind	0	S	_	_
3	es	es	_	PPER	nom|sg|neut|3	2	SUBJ	_	_
4	ein	ein	_	ART	acc|sg|neut	5	DET	_	_
5	Gerichts-Urteil	Gerichts-Urteil	_	NN	acc|sg|neut	2	OBJA	_	_
6	.	--	_	$.	_	0	ROOT	_	_

1	Angeklagt	anklagen	_	VVPP	_	2	AUX	_	_
2	war	sein	_	VAFIN	sg|3|past|ind	0	S	_	_
3	ein	ein	_	ART	nom|sg|neut	4	DET	_	_
4	Bau-Kontrolleur	Bau-Kontrolleur	_	NN	nom|sg|neut	2	PAR	_	_
5	von	von	_	APPR	_	4	PP	_	_
6	den	der	_	ART	dat|pl|masc	7	DET	_	_
7	Verkehrs-Betrieben	Verkehrs-Betrieb	_	NN	dat|pl|masc	5	PN	_	_
8	in	in	_	APPR	_	7	PP	_	_
9	Köln	Köln	_	NE	dat|sg|neut	8	PN	_	_
10	.	--	_	$.	_	0	ROOT	_	_

1	Er	er	_	PPER	nom|sg|masc|3	2	SUBJ	_	_
2	hat	haben	_	VAFIN	sg|3|pres|ind	0	S	_	_
