1	Rassismus	Rassismus	_	NN	nom|sg|masc	0	S	_	_
2	in	in	_	APPR	_	1	PP	_	_
3	Deutschland	Deutschland	_	NE	dat|sg|neut	2	PN	_	_

1	Im	in	_	APPRART	dat|sg|neut	3	PP	_	_
2	Internet	Internet	_	NN	dat|sg|neut	1	PN	_	_
3	berichten	berichten	_	VVFIN	pl|3|pres|ind	0	S	_	_
4	gerade	gerade	_	ADV	_	3	ADV	_	_
5	viele	vieler	_	PIAT	nom|pl|masc	6	DET	_	_
6	Menschen	Mensch	_	NN	nom|pl|masc	3	SUBJ	_	_
7	über	über	_	APPR	_	3	PP	_	_
8	ihre	ihr	_	PPOSAT	acc|pl|fem	9	DET	_	_
9	Erfahrungen	Erfahrung	_	NN	acc|pl|fem	7	PN	_	_
10	mit	mit	_	APPR	_	9	PP	_	_
11	Rassismus	Rassismus	_	NN	dat|sg|masc	10	PN	_	_
12	.	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	nom|pl|*	2	DET	_	_
2	meisten	meister	_	PIS	nom|pl|*	5	SUBJ	_	_
3	von	von	_	APPR	_	2	PP	_	_
4	ihnen	ihnen	_	PPER	dat|pl|*|3	3	PN	_	_
5	haben	haben	_	VAFIN	pl|3|pres|ind	0	S	_	_
6	einen	ein	_	ART	acc|sg|masc	7	DET	_	_
7	Migrations-Hintergrund	Migrations-Hintergrund	_	NN	acc|sg|masc	5	OBJA	_	_
8	.	--	_	$.	_	0	ROOT	_	_

1	Das	der	_	PDS	nom|sg|neut	2	OBJA2	_	_
2	heißt	heißen	_	VVFIN	sg|3|pres|ind	0	S	_	_
3	:	--	_	$.	_	0	ROOT	_	_
4	Ihre	ihr	_	PPOSAT	acc|sg|neut	5	DET	_	_
5	Eltern	Eltern	_	NN	acc|sg|neut	8	SUBJ	_	_
6	oder	oder	_	KON	_	5	KON	_	_
7	Großeltern	Großelter	_	NN	dat|pl|masc	6	CJ	_	_
8	sind	sein	_	VAFIN	pl|3|pres|ind	2	S	_	_
9	aus	aus	_	APPR	_	15	PP	_	_
10	einem	ein	_	ART	dat|sg|neut	12	DET	_	_
11	anderen	anderer	_	ADJA	dat|sg|neut|pos	12	ATTR	_	_
12	Land	Land	_	NN	dat|sg|neut	9	PN	_	_
13	nach	nach	_	APPR	_	15	PP	_	_
14	Deutschland	Deutschland	_	NE	dat|sg|neut	13	PN	_	_
15	gekommen	kommen	_	VVPP	_	8	AUX	_	_
